D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:00
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200001,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:02
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200002,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:03
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200003,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:04
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200005,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:05
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200006,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:06
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200007,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:07
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200008,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:08
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200009,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:10
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200010,1633.1159,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:11
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,1633.1160,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:12
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200013,1633.1160,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:13
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200014,1633.1160,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:14
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200014,1633.1160,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:15
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200016,1633.1160,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:17
D,TRAC57,False,50362.6,000003647.626,47146.0,21145.0,26001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200017,1633.1160,S,07135.4985,W,2738.6,M,000.0,2021/09/03 13:00:18
