D,P11,12.89,240.91,15.55,504.87,13.77,489.6,5.0,6.0,5.0,11.0,6.0,6.0,250.06,192.83,252.09,7335.64,7340.72,7312.07,29483.12,30469.06,3821482.0,0.99,0.02,60.02,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:01
D,P11,12.65,247.2,15.99,455.77,12.14,445.07,5.0,5.0,10.0,11.0,6.0,6.0,198.11,208.28,203.57,7368.71,7386.29,7367.93,31751.09,65218.44,3561884.0,0.89,0.01,60.02,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:02
D,P11,15.29,395.85,26.51,384.35,14.72,436.2,19.0,5.0,25.0,5.0,25.0,5.0,110.72,114.41,110.17,7448.46,7453.19,7435.15,26023.6,-25450.0,1796103.5,-0.94,-0.03,60.02,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:03
D,P11,15.05,254.39,14.09,450.0,13.49,447.33,10.0,5.0,10.0,6.0,11.0,6.0,103.95,100.81,102.81,7441.7,7453.11,7436.02,7347.32,29941.47,1675228.0,0.86,0.01,60.02,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:04
D,P11,15.95,507.09,12.56,936.55,14.7,491.81,10.0,6.0,10.0,12.0,11.0,10.0,212.56,228.07,204.65,7391.4,7396.64,7372.45,25001.24,30055.28,1655527.25,1.0,0.01,60.02,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:05
D,P11,13.15,410.33,15.03,467.2,13.24,445.51,10.0,5.0,11.0,11.0,10.0,6.0,196.51,198.97,195.87,7404.61,7404.01,7384.38,-993.17,114918.44,1789719.5,0.06,0.0,60.02,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:06
D,P11,14.33,223.97,14.51,477.22,13.56,487.24,11.0,3.0,11.0,5.0,11.0,6.0,53.78,51.98,53.18,7480.81,7471.47,7449.57,6336.73,123325.67,482640.25,0.44,0.01,60.03,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:07
D,P11,14.08,252.09,12.15,965.38,12.82,508.9,11.0,5.0,10.0,10.0,20.0,11.0,55.02,56.22,54.05,7518.79,7529.22,7503.13,-14276.1,-101910.62,793555.5,-0.49,-0.03,60.02,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:08
D,P11,7.47,439.03,6.63,817.04,13.55,506.02,11.0,6.0,11.0,12.0,10.0,11.0,62.37,28.67,27.48,7495.4,7519.69,7492.69,-406.78,-14002.63,862694.0,-0.89,-0.03,60.0,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:10
D,P11,7.54,208.69,15.6,471.88,14.08,475.92,11.0,3.0,6.0,10.0,11.0,10.0,200.21,244.49,207.73,7318.5,7325.87,7302.85,26361.38,120360.25,2056737.88,-0.8,-0.01,60.0,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:11
D,P11,7.17,225.07,7.91,391.93,7.86,398.37,9.0,3.0,12.0,5.0,12.0,5.0,25.38,25.57,26.81,7504.76,7524.27,7512.32,-26184.04,129822.88,482329.44,-0.88,-0.05,59.99,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:12
D,P11,14.95,398.08,14.39,993.2,15.16,956.64,21.0,6.0,19.0,11.0,22.0,12.0,53.0,51.97,52.8,7441.26,7459.15,7424.21,-3969.66,26763.58,835550.75,-0.44,-0.01,59.99,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:13
D,P11,13.03,410.66,15.84,789.13,12.87,933.29,23.0,5.0,12.0,11.0,24.0,10.0,104.55,63.59,121.03,7429.81,7438.74,7421.66,-6422.84,31013.86,847195.88,0.86,0.01,60.0,36454,6108,30345,42563,2491356,33895,108020,74124,141915,2021/09/03 13:00:14
