D,LB44,True,5427.2,0,0,0,0,0,0,0,220905,1631.9002,S,07136.4994,W,2508.1,M,006.2,2021/09/03 15:09:06
D,LB44,True,5427.2,0,0,0,0,0,0,0,220906,1631.8986,S,07136.5002,W,2508.7,M,005.8,2021/09/03 15:09:07
D,LB44,True,5427.2,0,0,0,0,0,0,0,220907,1631.8972,S,07136.5011,W,2508.8,M,006.0,2021/09/03 15:09:08
D,LB44,True,5427.2,0,0,0,0,0,0,0,220909,1631.8939,S,07136.5030,W,2508.9,M,006.1,2021/09/03 15:09:09
D,LB44,True,5427.2,0,0,0,0,0,0,0,220910,1631.8924,S,07136.5038,W,2509.0,M,006.1,2021/09/03 15:09:10
D,LB44,True,5427.2,0,0,0,0,0,0,0,220911,1631.8913,S,07136.5046,W,2509.7,M,006.1,2021/09/03 15:09:11
D,LB44,True,5427.2,0,0,0,0,0,0,0,220912,1631.8899,S,07136.5056,W,2510.1,M,006.2,2021/09/03 15:09:12
D,LB44,True,5427.2,0,0,0,0,0,0,0,220913,1631.8882,S,07136.5065,W,2511.0,M,006.3,2021/09/03 15:09:13
D,LB44,True,5427.2,0,0,0,0,0,0,0,220914,1631.8868,S,07136.5074,W,2511.2,M,006.3,2021/09/03 15:09:14
D,LB44,True,5427.2,0,0,0,0,0,0,0,220915,1631.8853,S,07136.5086,W,2511.9,M,006.3,2021/09/03 15:09:16
D,LB44,True,5427.2,0,0,0,0,0,0,0,220916,1631.8839,S,07136.5094,W,2512.2,M,006.3,2021/09/03 15:09:17
D,LB44,True,5427.2,0,0,0,0,0,0,0,220917,1631.8822,S,07136.5100,W,2512.6,M,006.3,2021/09/03 15:09:18
D,LB44,True,5427.2,0,0,0,0,0,0,0,220918,1631.8804,S,07136.5106,W,2512.9,M,006.3,2021/09/03 15:09:19
D,LB44,True,5427.2,0,0,0,0,0,0,0,220918,1631.8804,S,07136.5106,W,2512.9,M,006.1,2021/09/03 15:09:20
D,LB44,True,5427.2,0,0,0,0,0,0,0,220920,1631.8773,S,07136.5127,W,2513.0,M,006.3,2021/09/03 15:09:21
D,LB44,True,5427.2,0,0,0,0,0,0,0,220921,1631.8758,S,07136.5135,W,2513.6,M,006.3,2021/09/03 15:09:22
D,LB44,True,5427.2,0,0,0,0,0,0,0,220922,1631.8743,S,07136.5143,W,2514.1,M,006.3,2021/09/03 15:09:23
D,LB44,True,5427.2,0,0,0,0,0,0,0,220924,1631.8713,S,07136.5157,W,2515.9,M,006.5,2021/09/03 15:09:24
D,LB44,True,5427.2,0,0,0,0,0,0,0,220925,1631.8697,S,07136.5169,W,2516.2,M,006.5,2021/09/03 15:09:25
D,LB44,True,5427.2,0,0,0,0,0,0,0,220926,1631.8680,S,07136.5178,W,2516.1,M,006.5,2021/09/03 15:09:26
D,LB44,True,5427.2,0,0,0,0,0,0,0,220927,1631.8663,S,07136.5186,W,2516.2,M,006.4,2021/09/03 15:09:27
D,LB44,True,5427.2,0,0,0,0,0,0,0,220927,1631.8663,S,07136.5186,W,2516.2,M,006.4,2021/09/03 15:09:28
D,LB44,True,5427.2,0,0,0,0,0,0,0,220929,1631.8630,S,07136.5202,W,2516.0,M,006.5,2021/09/03 15:09:29
D,LB44,True,5427.2,0,0,0,0,0,0,0,220930,1631.8612,S,07136.5210,W,2516.3,M,006.7,2021/09/03 15:09:30
D,LB44,True,5427.2,0,0,0,0,0,0,0,220931,1631.8592,S,07136.5214,W,2516.8,M,007.4,2021/09/03 15:09:31
D,LB44,True,5427.2,0,0,0,0,0,0,0,220932,1631.8573,S,07136.5216,W,2517.3,M,007.4,2021/09/03 15:09:33
D,LB44,True,5427.2,0,0,0,0,0,0,0,220933,1631.8554,S,07136.5221,W,2517.8,M,007.1,2021/09/03 15:09:34
D,LB44,True,5427.2,0,0,0,0,0,0,0,220934,1631.8534,S,07136.5226,W,2518.1,M,006.9,2021/09/03 15:09:35
D,LB44,True,5427.2,0,0,0,0,0,0,0,220935,1631.8515,S,07136.5230,W,2518.2,M,006.7,2021/09/03 15:09:36
D,LB44,True,5427.2,0,0,0,0,0,0,0,220936,1631.8492,S,07136.5237,W,2517.7,M,006.7,2021/09/03 15:09:37
D,LB44,True,5427.2,0,0,0,0,0,0,0,220937,1631.8471,S,07136.5237,W,2517.0,M,006.6,2021/09/03 15:09:38
D,LB44,True,5427.2,0,0,0,0,0,0,0,220938,1631.8452,S,07136.5242,W,2516.0,M,006.6,2021/09/03 15:09:39
D,LB44,True,5427.2,0,0,0,0,0,0,0,220939,1631.8431,S,07136.5240,W,2516.8,M,006.6,2021/09/03 15:09:40
D,LB44,True,5427.2,0,0,0,0,0,0,0,220941,1631.8391,S,07136.5236,W,2517.7,M,006.8,2021/09/03 15:09:41
D,LB44,True,5427.2,0,0,0,0,0,0,0,220942,1631.8375,S,07136.5233,W,2517.8,M,006.5,2021/09/03 15:09:42
D,LB44,True,5427.2,0,0,0,0,0,0,0,220943,1631.8360,S,07136.5228,W,2518.1,M,006.5,2021/09/03 15:09:43
D,LB44,True,5427.2,0,0,0,0,0,0,0,220944,1631.8341,S,07136.5224,W,2518.3,M,006.5,2021/09/03 15:09:44
D,LB44,True,5427.2,0,0,0,0,0,0,0,220945,1631.8326,S,07136.5221,W,2517.8,M,006.5,2021/09/03 15:09:45
D,LB44,True,5427.2,0,0,0,0,0,0,0,220946,1631.8306,S,07136.5223,W,2518.2,M,006.4,2021/09/03 15:09:46
D,LB44,True,5427.2,0,0,0,0,0,0,0,220947,1631.8287,S,07136.5220,W,2517.0,M,006.4,2021/09/03 15:09:47
D,LB44,True,5427.2,0,0,0,0,0,0,0,220948,1631.8270,S,07136.5218,W,2516.9,M,006.3,2021/09/03 15:09:49
D,LB44,True,5427.2,0,0,0,0,0,0,0,220949,1631.8253,S,07136.5217,W,2516.7,M,006.3,2021/09/03 15:09:50
D,LB44,True,5427.2,0,0,0,0,0,0,0,220950,1631.8232,S,07136.5216,W,2517.3,M,006.3,2021/09/03 15:09:51
D,LB44,True,5427.2,0,0,0,0,0,0,0,220951,1631.8213,S,07136.5212,W,2517.7,M,006.3,2021/09/03 15:09:52
D,LB44,True,5427.2,0,0,0,0,0,0,0,220952,1631.8194,S,07136.5211,W,2518.3,M,006.2,2021/09/03 15:09:53
D,LB44,True,5427.2,0,0,0,0,0,0,0,220953,1631.8177,S,07136.5208,W,2519.2,M,006.3,2021/09/03 15:09:54
D,LB44,True,5427.2,0,0,0,0,0,0,0,220954,1631.8160,S,07136.5201,W,2520.5,M,006.3,2021/09/03 15:09:55
D,LB44,True,5427.2,0,0,0,0,0,0,0,220956,1631.8124,S,07136.5193,W,2521.7,M,006.3,2021/09/03 15:09:56
D,LB44,True,5427.2,0,0,0,0,0,0,0,220957,1631.8104,S,07136.5190,W,2522.5,M,006.3,2021/09/03 15:09:57
D,LB44,True,5427.2,0,0,0,0,0,0,0,220958,1631.8086,S,07136.5188,W,2522.3,M,006.4,2021/09/03 15:09:58
D,LB44,True,5427.2,0,0,0,0,0,0,0,220959,1631.8068,S,07136.5184,W,2522.9,M,006.4,2021/09/03 15:09:59
D,LB44,True,5427.2,0,0,0,0,0,0,0,221000,1631.8050,S,07136.5181,W,2523.1,M,006.4,2021/09/03 15:10:00
D,LB44,True,5427.2,0,0,0,0,0,0,0,221001,1631.8031,S,07136.5176,W,2523.8,M,006.4,2021/09/03 15:10:01
D,LB44,True,5427.2,0,0,0,0,0,0,0,221002,1631.8014,S,07136.5172,W,2524.4,M,006.5,2021/09/03 15:10:02
D,LB44,True,5427.2,0,0,0,0,0,0,0,221003,1631.7998,S,07136.5166,W,2525.5,M,006.5,2021/09/03 15:10:04
D,LB44,True,5427.2,0,0,0,0,0,0,0,221004,1631.7981,S,07136.5160,W,2525.9,M,006.5,2021/09/03 15:10:05
