D,P06,1.6253,196.7626,1.5589,218.2128,1.562,197.6085,1.34,2.63,1.46,2.93,1.46,2.65,14.1892,14.0572,14.1985,7471.0146,7420.7778,7447.1445,104112.0234,204547.625,233204.3125,0.7992,0.7864,60.0249,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:00
D,P06,1.5749,251.0617,1.8412,213.6736,1.7906,202.7977,1.46,2.54,1.19,2.89,1.18,2.73,14.3589,14.0788,14.2265,7461.165,7401.5146,7430.7905,104732.5391,206212.0,234594.7813,0.8018,0.7913,60.0272,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:01
D,P06,1.6836,219.0573,1.8898,216.7871,1.7144,216.1336,1.18,3.0,1.25,2.94,1.54,2.74,14.1682,13.9252,14.1025,7440.3813,7380.7632,7410.916,104780.3281,209800.3125,236122.4063,0.7864,0.7828,60.022,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:02
D,P06,1.8185,223.9422,1.9555,218.8007,1.619,195.7827,1.33,2.85,1.42,3.08,1.33,2.76,14.6032,14.1057,14.188,7535.981,7475.9077,7507.2129,103897.8281,221259.0,239853.5,0.9949,0.9896,60.0227,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:03
D,P06,1.8073,217.9221,1.8016,229.0035,1.8169,206.5971,1.18,2.9,1.18,3.07,1.18,2.76,14.2362,14.0328,14.1826,7502.8906,7443.3506,7472.4263,103975.3359,211639.125,235963.9375,0.7805,0.7663,60.022,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:05
D,P06,1.9486,232.4999,1.5804,242.1801,1.5572,233.3184,1.21,3.11,1.27,5.26,1.53,3.02,14.2687,14.0345,14.2353,7502.793,7442.8555,7475.438,103852.7266,215297.8125,237333.2813,0.7671,0.7552,60.022,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:06
D,P06,1.5038,228.1889,1.9193,235.5592,1.8406,199.8904,1.55,2.53,1.24,2.78,1.23,2.68,14.1704,13.9068,14.1217,7500.793,7438.0542,7474.3188,103467.1094,209009.875,234308.9688,0.7713,0.9877,60.0175,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:07
D,P06,1.8452,209.8817,1.6462,237.4721,1.5929,213.6226,1.19,2.78,1.3,4.69,1.27,2.84,14.3618,14.0614,14.3108,7486.2866,7443.1909,7468.1816,104921.7969,223028.375,241736.25,0.7635,0.7515,60.0309,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:08
D,P06,1.6614,248.6418,1.7652,245.5892,1.5614,245.4916,1.31,6.23,1.36,5.89,1.26,5.68,14.5448,14.241,14.4506,7540.7139,7483.9077,7515.355,104677.3281,221145.375,240682.0,0.7686,0.7526,60.0227,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:10
D,P06,1.6209,236.3223,1.828,250.3893,1.6717,235.3544,1.29,2.96,1.21,2.52,1.46,2.94,14.425,14.3223,14.4247,7512.5864,7457.7285,7482.3555,103476.1719,203448.8125,232025.1875,0.7982,0.7536,60.0064,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:11
D,P06,1.5875,205.9565,1.735,208.3709,1.5823,253.5635,1.27,2.74,1.34,2.79,1.27,2.55,14.2989,14.1081,14.2866,7504.5708,7450.248,7477.8657,104763.4688,216792.75,238980.6875,0.7782,0.7648,59.9952,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:12
D,P06,1.7897,251.9539,1.9918,414.6992,1.9057,245.3026,1.37,5.04,1.47,4.93,1.43,5.68,14.4231,14.1131,14.3296,7484.3706,7429.6812,7461.0957,104872.7031,211438.5,236900.875,0.796,0.78,59.9893,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:14
D,P06,1.8595,227.3935,1.7773,404.1055,1.9618,253.2809,1.4,3.04,1.36,6.23,1.45,5.34,14.3297,14.009,14.2163,7486.6367,7434.0908,7460.1206,103864.6797,211150.5,235636.125,0.7766,0.7659,59.9967,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:15
D,P06,1.7176,248.0784,1.7664,251.5809,1.7178,251.9248,1.33,6.19,1.36,5.23,1.33,5.16,14.2843,14.1029,14.2424,7502.667,7441.3818,7476.3511,103968.7109,214496.5625,237132.9688,0.7685,0.7589,60.0026,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:16
D,P06,1.9387,236.8556,1.5535,246.3885,1.5621,235.5827,1.21,5.51,1.25,6.14,1.26,5.13,14.2167,13.9656,14.1853,7475.1406,7421.7778,7447.2959,103496.4688,202100.25,231496.0625,0.7955,0.7836,60.0019,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:17
D,P06,0.8044,251.4617,0.8994,219.6141,0.8731,255.625,1.42,2.54,1.19,2.5,1.39,2.72,14.4641,14.2564,14.4318,7534.7231,7490.0376,7529.8066,104210.5234,212815.5625,236715.375,0.7736,0.7668,60.0257,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:18
D,P06,1.5718,243.7318,1.95,209.3373,1.9482,203.0721,1.32,2.47,1.42,2.81,1.41,2.71,14.3888,14.0456,14.3424,7503.6255,7457.1743,7476.4595,105353.5859,220625.8125,241233.1875,0.773,0.7638,60.0494,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:19
D,P06,1.5486,196.8005,1.5491,222.1579,1.8287,204.1749,1.32,2.62,1.45,2.98,1.39,2.73,14.3981,14.2037,14.4141,7520.7266,7462.9004,7500.355,105052.2344,224065.375,242309.0,0.7599,0.7508,60.0391,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:21
D,P06,1.6965,238.5236,1.5558,231.8227,1.5671,212.9801,1.52,2.44,1.25,3.1,1.26,2.84,14.4338,14.137,14.3614,7537.5732,7487.0269,7513.4746,103829.5859,217580.25,238252.4063,0.7581,0.9981,60.0465,1485726,235228,1250497,1720954,2058399,573983,303317,4294696630,877300,2021/09/03 13:00:22
D,P06,1.6312,201.8013,1.861,199.9431,1.8456,194.0947,1.22,2.83,1.29,2.54,1.22,2.35,14.2755,14.0838,14.2551,7503.124,7440.2559,7483.3696,103799.7109,216033.0625,237583.75,0.7575,0.7525,60.0212,1485727,235228,1250498,1720955,2058401,573983,303318,4294696631,877302,2021/09/03 13:00:23
D,P06,0.9893,229.3927,1.6517,204.0426,0.9776,196.399,1.43,2.79,1.19,2.89,1.5,2.77,14.2947,13.9939,14.2719,7501.3833,7512.6265,7540.3872,103970.3438,216484.3125,237959.6875,0.7696,0.7502,60.0301,1485727,235228,1250498,1720955,2058401,573983,303318,4294696631,877302,2021/09/03 13:00:24
D,P06,1.7288,202.1881,1.5374,223.9828,1.903,213.6302,1.54,2.7,1.25,3.01,1.2,2.86,14.1099,13.922,14.1182,7467.9927,7417.3442,7444.7959,104488.4609,210742.125,236175.3125,0.7847,0.7761,60.0316,1485727,235228,1250498,1720955,2058401,573983,303318,4294696631,877302,2021/09/03 13:00:26
D,P06,1.9458,197.3409,1.9319,228.8186,1.617,228.3774,1.21,2.64,1.21,3.08,1.28,3.06,14.4109,14.1393,14.3522,7527.4458,7469.4385,7500.8716,103916.0313,206866.6875,233931.1875,0.7925,0.7776,60.0405,1485727,235228,1250498,1720955,2058401,573983,303318,4294696631,877302,2021/09/03 13:00:27
D,P06,1.7529,206.5254,1.5774,229.6061,1.7021,211.4337,1.37,2.76,1.47,3.1,1.53,2.84,14.3083,14.1101,14.1945,7499.6997,7447.1885,7476.249,104192.8906,213623.5,237029.5313,0.7751,0.7644,60.0398,1485727,235228,1250498,1720955,2058401,573983,303318,4294696631,877302,2021/09/03 13:00:28
D,P06,1.6473,236.9604,1.8992,215.8431,0.8591,207.7879,1.5,2.96,1.48,3.05,1.28,2.94,14.356,14.0178,14.2547,7496.7578,7412.0342,7438.8652,103111.2188,210455.125,234500.4375,0.7661,0.7614,60.0435,1485727,235228,1250498,1720955,2058401,573983,303318,4294696631,877302,2021/09/03 13:00:29
D,P06,1.566,212.2673,1.8081,220.5681,1.5445,206.2948,1.46,2.84,1.18,2.97,1.45,2.76,14.3289,14.107,14.257,7510.166,7453.022,7490.269,103332.9297,212731.125,235688.3438,0.766,0.754,60.0391,1485727,235228,1250498,1720955,2058401,573983,303318,4294696631,877302,2021/09/03 13:00:30
D,P06,1.6641,193.1489,1.807,226.0884,1.7327,199.568,1.35,2.58,1.18,3.04,1.54,2.67,14.3172,13.9975,14.214,7510.52,7450.853,7475.4277,103061.7188,211787.5,234993.2813,0.76,0.7523,60.0324,1485727,235228,1250498,1720955,2058401,573983,303318,4294696631,877302,2021/09/03 13:00:32
